City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Colchester,577,Malcolm Kent,1,88648,6415,Office Supplies,Pens & Art Supplie,61,East,19079,89,Connecticut
Seymour,1854,Erika Morgan,1,86856,6478,Office Supplies,Pens & Art Supplie,0,East,20053,33,Connecticut
Dover,956,Tom Wiley,1,88002,19901,Office Supplies,Pens & Art Supplie,7,East,18456,174,Delaware
Washington,1193,Louis Parrish,1,29350,20016,Office Supplies,Pens & Art Supplie,233,East,4133,2949,District of 
Washington,894,Gail Rankin Cole,1,14596,20024,Office Supplies,Pens & Art Supplie,-86,East,2046,63,District of 
Washington,1733,Nina Horne Kelly,1,58917,20012,Office Supplies,Pens & Art Supplie,-26,East,8244,63,District of 
Washington,2867,Dana Teague,1,57216,20016,Office Supplies,Pens & Art Supplie,4,East,8007,133,District of 
Portland,344,Rosemary English,1,88152,4101,Office Supplies,Pens & Art Supplie,1,East,18480,18,Maine
Waterville,1395,Peter Conway,1,88736,4901,Office Supplies,Pens & Art Supplie,18,East,22228,373,Maine
Sanford,475,Rita Spivey,1,91282,4073,Office Supplies,Pens & Art Supplie,71,East,25041,115,Maine
Brunswick,1803,Katie Oh,1,91545,4011,Office Supplies,Pens & Art Supplie,-3,East,23733,4,Maine
Auburn,2804,Clifford Moran,1,86232,4210,Office Supplies,Pens & Art Supplie,19,East,24930,36,Maine
Augusta,2165,Melanie Knight,1,88794,4330,Office Supplies,Pens & Art Supplie,-5,East,22449,16,Maine
Auburn,1579,Carlos Bynum,1,90938,4210,Office Supplies,Pens & Art Supplie,2,East,24456,21,Maine
Lewiston,1272,Thelma Benson,1,88413,4240,Office Supplies,Pens & Art Supplie,4,East,18724,22,Maine
Portland,435,Elisabeth Bullock,1,90699,4101,Office Supplies,Pens & Art Supplie,-2,East,21088,23,Maine
Odenton,3374,Jamie Ward,1,87474,21113,Office Supplies,Pens & Art Supplie,-57,East,18322,31,Maryland
Dundalk,831,Lindsay McGuire,1,90274,21222,Office Supplies,Pens & Art Supplie,23,East,23713,347,Maryland
Bowie,2211,Anita Hahn,1,88034,20715,Office Supplies,Pens & Art Supplie,85,East,21774,174,Maryland
Essex,2710,Marvin Reeves McMillan,1,89241,21221,Office Supplies,Pens & Art Supplie,45,East,21819,303,Maryland
Pikesville,306,Thomas McAllister,1,87063,21208,Office Supplies,Pens & Art Supplie,-22,East,22708,82,Maryland
Edgewood,2353,Patrick Lowry,1,86164,21040,Office Supplies,Pens & Art Supplie,53,East,25338,132,Maryland
Essex,2710,Marvin Reeves McMillan,1,89244,21221,Office Supplies,Pens & Art Supplie,-87,East,19120,24,Maryland
Catonsville,2212,Stacy Chang,1,88031,21228,Office Supplies,Pens & Art Supplie,19,East,24829,28,Maryland
Gaithersburg,2776,April Henson,1,91228,20877,Office Supplies,Pens & Art Supplie,2,East,24123,14,Maryland
Dundalk,3333,Marc Simon,1,90377,21222,Office Supplies,Pens & Art Supplie,158,East,19605,587,Maryland
Essex,2710,Marvin Reeves McMillan,1,89243,21221,Office Supplies,Pens & Art Supplie,15,East,25619,25,Maryland
Boston,3011,Tammy Raynor,1,4004,2113,Office Supplies,Pens & Art Supplie,9,East,584,91,Massachusett
Malden,512,Tim Joseph Dennis,1,90064,2148,Office Supplies,Pens & Art Supplie,34,East,26170,50,Massachusett
Milford,2736,Charlie Morton,1,89023,1757,Office Supplies,Pens & Art Supplie,-4,East,20898,42,Massachusett
Boston,1413,Pamela Wiley,1,45539,2113,Office Supplies,Pens & Art Supplie,14,East,6407,175,Massachusett
Abington,1924,Sheryl Kirk,1,88471,2351,Office Supplies,Pens & Art Supplie,-34,East,18579,82,Massachusett
Boston,1217,Billy Perry Browning,1,15009,2112,Office Supplies,Pens & Art Supplie,-8,East,2099,2400,Massachusett
Dedham,2167,Esther Marcus,1,88796,2026,Office Supplies,Pens & Art Supplie,6,East,22783,96,Massachusett
North Pembroke,419,Amy Hale,1,87701,2358,Office Supplies,Pens & Art Supplie,7,East,25691,23,Massachusett
Wellesley,2662,Carolyn Levine,1,86487,2457,Office Supplies,Pens & Art Supplie,-1,East,18122,8,Massachusett
Wilbraham,3056,Bonnie Carver Huang,1,86664,1095,Office Supplies,Pens & Art Supplie,29,East,21546,78,Massachusett
Easthampton,1396,Kate Foley,1,88738,1027,Office Supplies,Pens & Art Supplie,20,East,25945,36,Massachusett
Lawrence,372,Doris Tyson,1,90293,1840,Office Supplies,Pens & Art Supplie,-125,East,19564,79,Massachusett
Boston,1129,Pam Patton,1,59108,2118,Office Supplies,Pens & Art Supplie,-72,East,8269,134,Massachusett
Worcester,2178,Judy Hall,1,89465,1610,Office Supplies,Pens & Art Supplie,-1,East,20980,25,Massachusett
Boston,3011,Tammy Raynor,1,4004,2113,Office Supplies,Pens & Art Supplie,195,East,585,2200,Massachusett
New Bedford,3055,Molly Mueller,1,86663,2740,Office Supplies,Pens & Art Supplie,-1,East,18154,20,Massachusett
South Boston,941,Nicole Jacobson,1,90848,2127,Office Supplies,Pens & Art Supplie,15,East,20284,67,Massachusett
Winthrop,711,Pam Anthony,1,87978,2152,Office Supplies,Pens & Art Supplie,4,East,25734,40,Massachusett
Concord,1290,Martin Weeks,1,91234,3301,Office Supplies,Pens & Art Supplie,-24,East,25229,23,New Hampshir
Derry,405,Ricky Hess,1,87809,3038,Office Supplies,Pens & Art Supplie,-65,East,22113,63,New Hampshir
Dover,281,Fred H Proctor,1,89295,3820,Office Supplies,Pens & Art Supplie,-10,East,24819,5,New Hampshir
Edison,2515,Claudia Upchurch,1,87038,8817,Office Supplies,Pens & Art Supplie,0,East,23530,10,New Jersey
Paramus,905,Julian Richards,1,90812,7652,Office Supplies,Pens & Art Supplie,-17,East,23996,12,New Jersey
Cherry Hill,2314,Michael Summers,1,90565,8002,Office Supplies,Pens & Art Supplie,-97,East,24608,184,New Jersey
Asbury Park,1011,Denise Sumner,1,88376,7712,Office Supplies,Pens & Art Supplie,-26,East,18604,14,New Jersey
Old Bridge,1223,Marcia Bernstein Horn,1,90804,8857,Office Supplies,Pens & Art Supplie,-4,East,20099,600,New Jersey
Lindenwold,2765,Tracy Schultz,1,90725,8021,Office Supplies,Pens & Art Supplie,-5,East,26156,41,New Jersey
Cliffside Park,788,Laurie Boyd,1,91517,7010,Office Supplies,Pens & Art Supplie,27,East,22621,39,New Jersey
South Orange,1202,Faye Wolf,1,87585,7079,Office Supplies,Pens & Art Supplie,345,East,22133,746,New Jersey
Hillside,2494,Brooke Payne,1,86890,7205,Office Supplies,Pens & Art Supplie,-14,East,24929,106,New Jersey
Passaic,1883,Kyle Sullivan,1,87379,7055,Office Supplies,Pens & Art Supplie,1,East,22673,20,New Jersey
Morristown,2407,Danielle Williamson,1,88454,7960,Office Supplies,Pens & Art Supplie,-2,East,19795,15,New Jersey
Somerset,3315,Justin Gillespie,1,90466,8873,Office Supplies,Pens & Art Supplie,30,East,20468,56,New Jersey
Newark,283,Pauline Boyette,1,89293,7101,Office Supplies,Pens & Art Supplie,-12,East,24512,19,New Jersey
South Orange,979,Francis Peterson,1,87266,7079,Office Supplies,Pens & Art Supplie,-17,East,23036,9,New Jersey
Cherry Hill,836,Glen Stein,1,89773,8002,Office Supplies,Pens & Art Supplie,-119,East,24513,42,New Jersey
Dover,1152,Brett Douglas,1,91348,7801,Office Supplies,Pens & Art Supplie,-3,East,23310,18,New Jersey
Kearny,422,Gretchen Zimmerman,1,87709,7032,Office Supplies,Pens & Art Supplie,-4,East,24004,3,New Jersey
Carteret,928,Jan Massey,1,87136,7008,Office Supplies,Pens & Art Supplie,-143,East,19754,36,New Jersey
Paterson,3051,Josephine Herbert,1,89794,7501,Office Supplies,Pens & Art Supplie,33,East,21095,47,New Jersey
South Plainfield,1862,Lauren Bolton,1,86851,7080,Office Supplies,Pens & Art Supplie,28,East,19444,40,New Jersey
Newark,227,Stacey Glenn,1,88531,7101,Office Supplies,Pens & Art Supplie,0,East,21845,21,New Jersey
Nutley,2692,Hilda Proctor,1,90628,7110,Office Supplies,Pens & Art Supplie,47,East,22747,237,New Jersey
New York City,2618,Amy Hamrick Melvin,1,34017,10004,Office Supplies,Pens & Art Supplie,29,East,4788,103,New York
Rochester,3012,Annie Livingston,1,86347,14609,Office Supplies,Pens & Art Supplie,9,East,18584,23,New York
New York City,478,Michael Wiggins,1,43271,10177,Office Supplies,Pens & Art Supplie,-5,East,6109,8,New York
West Babylon,479,Tim Moore,1,87740,11704,Office Supplies,Pens & Art Supplie,-5,East,24109,4,New York
New York City,2382,Geoffrey Saunders,1,13606,10024,Office Supplies,Pens & Art Supplie,19,East,1898,110,New York
New York City,2571,Rosemary OBrien,1,37606,10165,Office Supplies,Pens & Art Supplie,-115,East,5284,149,New York
New York City,1773,Nicole Harris,1,34400,10282,Office Supplies,Pens & Art Supplie,-72,East,4833,185,New York
Niagara Falls,2276,Dennis Block Richardson,1,91505,14304,Office Supplies,Pens & Art Supplie,303,East,22584,702,New York
Brooklyn,519,Beverly Keith,1,90870,11226,Office Supplies,Pens & Art Supplie,19,East,25674,115,New York
Lindenhurst,2198,Lester Woodward Maynard,1,89174,11757,Office Supplies,Pens & Art Supplie,296,East,26083,429,New York
New York City,607,Clara Hauser,1,46787,10177,Office Supplies,Pens & Art Supplie,-60,East,6576,693,New York
Yonkers,609,Shawn Adler,1,86444,10701,Office Supplies,Pens & Art Supplie,-60,East,24576,173,New York
New York City,2618,Amy Hamrick Melvin,1,3136,10004,Office Supplies,Pens & Art Supplie,-39,East,461,477,New York
West Seneca,606,Tamara Cowan,1,91152,14224,Office Supplies,Pens & Art Supplie,1,East,25828,39,New York
Centereach,1025,Patrick Hendrix,1,89011,11720,Office Supplies,Pens & Art Supplie,-1,East,18789,36,New York
New York City,21,Tony Wilkins Winters,1,9895,10012,Office Supplies,Pens & Art Supplie,-7,East,1359,55,New York
Brooklyn,764,Judy Kirk,1,90944,11226,Office Supplies,Pens & Art Supplie,77,East,25928,366,New York
New York City,1340,Marie Bass,1,24455,10170,Office Supplies,Pens & Art Supplie,27,East,3431,283,New York
Troy,57,Kimberly Epstein,1,88078,12180,Office Supplies,Pens & Art Supplie,-144,East,26008,121,New York
Lindenhurst,2244,Molly Sanchez,1,88699,11757,Office Supplies,Pens & Art Supplie,-5,East,18690,23,New York
New York City,2618,Amy Hamrick Melvin,1,46884,10004,Office Supplies,Pens & Art Supplie,16,East,6587,280,New York
Troy,210,Floyd Dale,1,85966,12180,Office Supplies,Pens & Art Supplie,24,East,23099,63,New York
Smithtown,15,Timothy Reese,1,86840,11787,Office Supplies,Pens & Art Supplie,-1,East,18263,17,New York
Tonawanda,56,Randall Montgomery,1,88075,14150,Office Supplies,Pens & Art Supplie,-2,East,20698,30,New York
Tonawanda,56,Randall Montgomery,1,88079,14150,Office Supplies,Pens & Art Supplie,47,East,24218,69,New York
Valley Stream,212,Milton Clarke,1,85970,11580,Office Supplies,Pens & Art Supplie,11,East,24570,37,New York
Holbrook,1847,Glen Horowitz,1,86046,11741,Office Supplies,Pens & Art Supplie,18,East,18035,47,New York
New York City,478,Michael Wiggins,1,2563,10177,Office Supplies,Pens & Art Supplie,46,East,371,706,New York
Brooklyn,764,Judy Kirk,1,90946,11226,Office Supplies,Pens & Art Supplie,-1,East,23054,10,New York
Ithaca,2081,Matthew Conway,1,86098,14853,Office Supplies,Pens & Art Supplie,1,East,24511,16,New York
West Seneca,606,Tamara Cowan,1,91147,14224,Office Supplies,Pens & Art Supplie,0,East,23767,42,New York
Rye,2542,Anne Kelley,1,87921,10580,Office Supplies,Pens & Art Supplie,5,East,24592,58,New York
New York City,2460,Lucille Gibbons,1,36099,10035,Office Supplies,Pens & Art Supplie,6,East,5062,179,New York
New York City,2571,Rosemary OBrien,1,37606,10165,Office Supplies,Pens & Art Supplie,-58,East,5285,71,New York
New York City,491,Toni Swanson,1,8353,10154,Office Supplies,Pens & Art Supplie,-2,East,1147,67,New York
New City,2089,Annie Odom,1,88349,10956,Office Supplies,Pens & Art Supplie,-157,East,21477,29,New York
New York City,2382,Geoffrey Saunders,1,3685,10024,Office Supplies,Pens & Art Supplie,-157,East,548,118,New York
Hempstead,1735,Eric West,1,88446,11550,Office Supplies,Pens & Art Supplie,-26,East,26244,21,New York
Rochester,3012,Annie Livingston,1,86347,14609,Office Supplies,Pens & Art Supplie,195,East,18585,550,New York
New York City,2460,Lucille Gibbons,1,30785,10035,Office Supplies,Pens & Art Supplie,150,East,4322,452,New York
East Meadow,1312,Arlene Weber,1,88955,11554,Office Supplies,Pens & Art Supplie,27,East,24959,40,New York
Freeport,1607,Kathleen Huang Hall,1,87999,11520,Office Supplies,Pens & Art Supplie,193,East,21454,279,New York
Holbrook,1847,Glen Horowitz,1,86046,11741,Office Supplies,Pens & Art Supplie,-9,East,18036,24,New York
Plainview,2562,Norma Higgins,1,86468,11803,Office Supplies,Pens & Art Supplie,45,East,23989,65,New York
New York City,2618,Amy Hamrick Melvin,1,59238,10004,Office Supplies,Pens & Art Supplie,9,East,8296,953,New York
Valley Stream,212,Milton Clarke,1,85967,11580,Office Supplies,Pens & Art Supplie,176,East,24205,429,New York
New York City,607,Clara Hauser,1,27841,10177,Office Supplies,Pens & Art Supplie,1,East,3903,142,New York
White Plains,608,Daniel Jones,1,86446,10605,Office Supplies,Pens & Art Supplie,1,East,21903,35,New York
Commack,1028,Marguerite Rodgers,1,89006,11725,Office Supplies,Pens & Art Supplie,30,East,24325,94,New York
North Babylon,3273,Betty Cross,1,86237,11703,Office Supplies,Pens & Art Supplie,36,East,22749,66,New York
New York City,1821,Vanessa Boyer,1,34435,10177,Office Supplies,Pens & Art Supplie,41,East,4843,810,New York
New York City,3251,Peter Brooks,1,19841,10112,Office Supplies,Pens & Art Supplie,-32,East,2748,389,New York
Rotterdam,3252,Milton Harrell,1,87300,12306,Office Supplies,Pens & Art Supplie,-16,East,20748,100,New York
New York City,3251,Peter Brooks,1,30784,10112,Office Supplies,Pens & Art Supplie,80,East,4320,434,New York
Rotterdam,3252,Milton Harrell,1,87304,12306,Office Supplies,Pens & Art Supplie,77,East,22320,112,New York
Depew,3213,Mike Barry,1,91563,14043,Office Supplies,Pens & Art Supplie,8,East,23186,19,New York
Toledo,3078,Kate McKenna,1,88240,43615,Office Supplies,Pens & Art Supplie,23,East,25490,35,Ohio
Canton,83,Edgar Stone,1,87369,44708,Office Supplies,Pens & Art Supplie,32,East,20846,47,Ohio
Mount Vernon,3295,Suzanne Zhu,1,86207,43050,Office Supplies,Pens & Art Supplie,-2,East,18067,4,Ohio
Stow,3076,Peter Hardy,1,88242,44224,Office Supplies,Pens & Art Supplie,20,East,20061,29,Ohio
Sandusky,2980,Joanna Kenney,1,86544,44870,Office Supplies,Pens & Art Supplie,274,East,20183,454,Ohio
Lima,1891,Gretchen Levine,1,90635,45801,Office Supplies,Pens & Art Supplie,-2,East,23858,367,Ohio
Xenia,1572,Patricia Carver Fink,1,87844,45385,Office Supplies,Pens & Art Supplie,-24,East,24533,231,Ohio
Whitehall,2549,Martha Bowers,1,88657,43213,Office Supplies,Pens & Art Supplie,18,East,23778,214,Ohio
Lancaster,1890,Marcia Bullock,1,90637,43130,Office Supplies,Pens & Art Supplie,-14,East,20714,62,Ohio
Whitehall,2549,Martha Bowers,1,88658,43213,Office Supplies,Pens & Art Supplie,36,East,22204,111,Ohio
Toledo,3078,Kate McKenna,1,88249,43615,Office Supplies,Pens & Art Supplie,4,East,25491,33,Ohio
Lancaster,1890,Marcia Bullock,1,90637,43130,Office Supplies,Pens & Art Supplie,-5,East,20715,58,Ohio
Massillon,2215,Christopher High,1,90314,44646,Office Supplies,Pens & Art Supplie,-22,East,23512,15,Ohio
Mentor,2558,Yvonne Pearson,1,90620,44060,Office Supplies,Pens & Art Supplie,18,East,23425,44,Ohio
Willoughby,1590,Lucille Buchanan,1,86671,44094,Office Supplies,Pens & Art Supplie,22,East,23980,62,Ohio
Westerville,3369,Stacy Byrne,1,90509,43081,Office Supplies,Pens & Art Supplie,6,East,26105,24,Ohio
Medina,2363,Jacob Murray,1,90042,44256,Office Supplies,Pens & Art Supplie,-129,East,24188,57,Ohio
Warren,3368,Marian Alexander,1,90512,44483,Office Supplies,Pens & Art Supplie,527,East,25007,1363,Ohio
Boardman,3385,Daniel Richmond,1,88745,44512,Office Supplies,Pens & Art Supplie,-22,East,22341,16,Ohio
Cleveland Heights,263,Carlos Hess,1,86301,44106,Office Supplies,Pens & Art Supplie,265,East,21938,398,Ohio
Akron,3066,Lee Fields,1,91380,44312,Office Supplies,Pens & Art Supplie,12,East,25236,52,Ohio
North Ridgeville,2884,Stuart C Robinson,1,87643,44039,Office Supplies,Pens & Art Supplie,18,East,20345,40,Ohio
Shaker Heights,1716,April Whitehead,1,89656,44118,Office Supplies,Pens & Art Supplie,10,East,19121,22,Ohio
Toledo,3078,Kate McKenna,1,88252,43615,Office Supplies,Pens & Art Supplie,16,East,24807,24,Ohio
Cleveland Heights,263,Carlos Hess,1,86301,44106,Office Supplies,Pens & Art Supplie,-2,East,21939,7,Ohio
Sandusky,2980,Joanna Kenney,1,86548,44870,Office Supplies,Pens & Art Supplie,15,East,23110,112,Ohio
Akron,3066,Lee Fields,1,91381,44312,Office Supplies,Pens & Art Supplie,0,East,21831,29,Ohio
Berea,2025,Benjamin Harrell,1,87127,44017,Office Supplies,Pens & Art Supplie,2,East,25736,11,Ohio
Hudson,2082,Kathryn Jenkins,1,86093,44236,Office Supplies,Pens & Art Supplie,10,East,22981,33,Ohio
Massillon,2215,Christopher High,1,90321,44646,Office Supplies,Pens & Art Supplie,16,East,21532,101,Ohio
Huber Heights,1726,Robyn Buchanan,1,87200,45424,Office Supplies,Pens & Art Supplie,-7,East,21877,13,Ohio
Hazleton,3304,Ronald Perry,1,87796,18201,Office Supplies,Pens & Art Supplie,-51,East,20150,31,Pennsylvania
York,2551,Joan Bowers,1,88664,17403,Office Supplies,Pens & Art Supplie,-16,East,24167,17,Pennsylvania
Philadelphia,3079,Andrew Levine,1,53476,19112,Office Supplies,Pens & Art Supplie,19,East,7490,141,Pennsylvania
Wilkes Barre,2550,Arlene Barry Kane,1,88660,18705,Office Supplies,Pens & Art Supplie,2,East,20656,31,Pennsylvania
Philadelphia,3079,Andrew Levine,1,14755,19112,Office Supplies,Pens & Art Supplie,12,East,2061,111,Pennsylvania
York,2551,Joan Bowers,1,88665,17403,Office Supplies,Pens & Art Supplie,-44,East,25487,53,Pennsylvania
Erie,1447,Glenda Carlton,1,86712,16509,Office Supplies,Pens & Art Supplie,-50,East,25848,264,Pennsylvania
Chambersburg,1341,Edward Bynum,1,91245,17201,Office Supplies,Pens & Art Supplie,41,East,21431,71,Pennsylvania
Philadelphia,3079,Andrew Levine,1,53476,19112,Office Supplies,Pens & Art Supplie,3,East,7491,130,Pennsylvania
Greensburg,2279,Lucille McGee,1,85963,15601,Office Supplies,Pens & Art Supplie,3,East,24697,94,Pennsylvania
Philadelphia,1228,Hazel Jennings,1,11651,19140,Office Supplies,Pens & Art Supplie,4,East,1606,73,Pennsylvania
Mount Lebanon,1946,Teresa Wallace,1,86334,15228,Office Supplies,Pens & Art Supplie,12,East,19922,40,Pennsylvania
Philadelphia,1228,Hazel Jennings,1,32164,19140,Office Supplies,Pens & Art Supplie,-92,East,4519,112,Pennsylvania
Greensburg,2279,Lucille McGee,1,85957,15601,Office Supplies,Pens & Art Supplie,-2,East,22930,39,Pennsylvania
Philadelphia,1313,Katherine Knight,1,49762,19134,Office Supplies,Pens & Art Supplie,24,East,6959,164,Pennsylvania
West Mifflin,145,Rhonda Ivey,1,91098,15122,Office Supplies,Pens & Art Supplie,2,East,25571,34,Pennsylvania
Philadelphia,3079,Andrew Levine,1,48483,19112,Office Supplies,Pens & Art Supplie,10,East,6807,87,Pennsylvania
Allentown,772,Jean Webster,1,88669,18103,Office Supplies,Pens & Art Supplie,-8,East,20695,4,Pennsylvania
State College,2250,Alvin Hoover,1,86703,16801,Office Supplies,Pens & Art Supplie,10,East,24322,36,Pennsylvania
Philadelphia,2019,Billie Glass,1,86943,19143,Office Supplies,Pens & Art Supplie,6,East,21804,32,Pennsylvania
Wilkinsburg,1023,Glen Newman,1,88638,15221,Office Supplies,Pens & Art Supplie,35,East,19593,56,Pennsylvania
Tiverton,348,Justin Kennedy,1,88153,2878,Office Supplies,Pens & Art Supplie,-7,East,22539,14,Rhode Island
Newport,714,Seth Stanton,1,87990,2840,Office Supplies,Pens & Art Supplie,36,East,25733,52,Rhode Island
Rutland,1867,Roger Barnett Goodman,1,86859,5701,Office Supplies,Pens & Art Supplie,36,East,21547,220,Vermont
Rutland,3270,Harry Dodson Walsh,1,89837,5701,Office Supplies,Pens & Art Supplie,53,East,21538,98,Vermont
Burlington,3296,Kara Kang,1,86206,5401,Office Supplies,Pens & Art Supplie,17,East,23391,60,Vermont
Essex Junction,148,Sidney Cox,1,91095,5451,Office Supplies,Pens & Art Supplie,42,East,21581,61,Vermont
South Burlington,516,Kristine Powell,1,90064,5403,Office Supplies,Pens & Art Supplie,4,East,26171,10,Vermont
Rutland,1903,Rick Bland,1,87447,5701,Office Supplies,Pens & Art Supplie,76,East,21526,110,Vermont
Burlington,589,Kay Hendricks,1,88655,5401,Office Supplies,Pens & Art Supplie,17,East,25294,151,Vermont
Charleston,3402,Frederick Cole,1,87532,25314,Office Supplies,Pens & Art Supplie,-39,East,20276,13,West Virgini
Clarksburg,2673,Faye Joseph,1,90555,26301,Office Supplies,Pens & Art Supplie,37,East,23339,319,West Virgini
Huntington,1595,Chad Henson,1,90796,25705,Office Supplies,Pens & Art Supplie,18,East,21061,135,West Virgini
Beckley,1677,Benjamin Bates,1,89492,25801,Office Supplies,Pens & Art Supplie,177,East,22296,481,West Virgini
Clarksburg,2673,Faye Joseph,1,90556,26301,Office Supplies,Pens & Art Supplie,-7,East,24979,32,West Virgini
Fairmont,3400,Florence Gold,1,87546,26554,Office Supplies,Pens & Art Supplie,-15,East,23414,44,West Virgini
Newington,276,Lucille Rankin,1,89291,6111,Office Supplies,Rubber Bands,-1,East,23504,8,Connecticut
New Haven,99,Theresa Hansen,1,88206,6510,Office Supplies,Rubber Bands,29,East,24002,42,Connecticut
Norwich,455,Jessica Garcia,1,86032,6360,Office Supplies,Rubber Bands,2,East,23241,119,Connecticut
Washington,894,Gail Rankin Cole,1,38529,20024,Office Supplies,Rubber Bands,0,East,5421,45,District of 
Washington,1193,Louis Parrish,1,9062,20016,Office Supplies,Rubber Bands,31,East,1244,134,District of 
Augusta,925,Ruth Dudley,1,87134,4330,Office Supplies,Rubber Bands,-7,East,19973,16,Maine
Biddeford,1195,Kara Payne,1,87595,4005,Office Supplies,Rubber Bands,23,East,19244,34,Maine
Saco,814,Eddie Chandler,1,85908,4072,Office Supplies,Rubber Bands,32,East,21175,64,Maine
Crofton,2351,Faye Silver,1,86169,21114,Office Supplies,Rubber Bands,-17,East,18059,42,Maryland
Bethesda,3372,Eva Berger McBride,1,91472,20814,Office Supplies,Rubber Bands,4,East,24293,15,Maryland
Kingston,3268,Rita Coates Doyle,1,89838,2364,Office Supplies,Rubber Bands,25,East,20167,51,Massachusett
Newburyport,2808,Harvey Berman,1,86232,1950,Office Supplies,Rubber Bands,0,East,24932,10,Massachusett
North Andover,476,Julian Skinner,1,91283,1845,Office Supplies,Rubber Bands,33,East,25961,48,Massachusett
Milton,1900,Deborah Bradshaw,1,87447,2186,Office Supplies,Rubber Bands,-1,East,21525,7,Massachusett
Watertown,2661,James McLaughlin,1,86487,2471,Office Supplies,Rubber Bands,-19,East,18121,12,Massachusett
Boston,102,Caroline Johnston,1,42528,2129,Office Supplies,Rubber Bands,57,East,6002,161,Massachusett
Boston,1217,Billy Perry Browning,1,48706,2112,Office Supplies,Rubber Bands,-3,East,6839,66,Massachusett
Plainfield,3391,Frederick Godwin,1,90158,7060,Office Supplies,Rubber Bands,9,East,26161,34,New Jersey
Rutherford,1168,Angela Wooten,1,89120,7070,Office Supplies,Rubber Bands,-4,East,20708,4,New Jersey
Vineland,1224,Larry Spencer,1,90805,8360,Office Supplies,Rubber Bands,-3,East,24839,17,New Jersey
Morristown,2941,Leah Pollock,1,87618,7960,Office Supplies,Rubber Bands,13,East,23567,21,New Jersey
Rahway,3020,Shannon Beasley,1,89074,7065,Office Supplies,Rubber Bands,-101,East,18973,41,New Jersey
Bethpage,1646,Eugene Brewer Knox,1,90932,11714,Office Supplies,Rubber Bands,9,East,24265,36,New York
New York City,21,Tony Wilkins Winters,1,42949,10012,Office Supplies,Rubber Bands,-17,East,6062,293,New York
New York City,2747,Brian Grady,1,22787,10115,Office Supplies,Rubber Bands,-16,East,3169,52,New York
Ithaca,2081,Matthew Conway,1,86092,14853,Office Supplies,Rubber Bands,2,East,24094,9,New York
Bethpage,1646,Eugene Brewer Knox,1,90933,11714,Office Supplies,Rubber Bands,-2,East,20321,1,New York
New York City,898,Harriet Hodges,1,454,10039,Office Supplies,Rubber Bands,56,East,78,468,New York
North Babylon,3273,Betty Cross,1,86245,11703,Office Supplies,Rubber Bands,27,East,21636,44,New York
Syracuse,16,Sarah Ramsey,1,86836,13210,Office Supplies,Rubber Bands,3,East,26267,19,New York
Woodmere,1603,Alex Watkins,1,89679,11598,Office Supplies,Rubber Bands,2,East,23533,19,New York
East Meadow,1496,Milton Phillips,1,85882,11554,Office Supplies,Rubber Bands,-54,East,18014,41,New York
Troy,210,Floyd Dale,1,85965,12180,Office Supplies,Rubber Bands,-67,East,21401,18,New York
Delaware,1035,Kent Burton,1,90713,43015,Office Supplies,Rubber Bands,-1,East,19999,7,Ohio
Steubenville,627,Scott McKenna,1,90472,43952,Office Supplies,Rubber Bands,-5,East,25379,7,Ohio
Westerville,3369,Stacy Byrne,1,90507,43081,Office Supplies,Rubber Bands,-3,East,25984,7,Ohio
Marion,1994,Kathy Freedman,1,91013,43302,Office Supplies,Rubber Bands,-17,East,22464,12,Ohio
Sandusky,2980,Joanna Kenney,1,86544,44870,Office Supplies,Rubber Bands,-4,East,20184,15,Ohio
Upper Arlington,3367,Renee McKenzie,1,90510,43221,Office Supplies,Rubber Bands,-3,East,21035,11,Ohio
Newark,2817,Paul W French,1,89743,43055,Office Supplies,Rubber Bands,-2,East,24044,12,Ohio
Delaware,399,Sheryl Law,1,89321,43015,Office Supplies,Rubber Bands,-16,East,25250,38,Ohio
Fairfield,1680,Esther Whitaker,1,86651,45014,Office Supplies,Rubber Bands,51,East,21577,75,Ohio
York,2551,Joan Bowers,1,88665,17403,Office Supplies,Rubber Bands,11,East,25488,39,Pennsylvania
Bethlehem,1072,Marion Owens,1,89633,18018,Office Supplies,Rubber Bands,-2,East,21472,2,Pennsylvania
Hermitage,3083,Louis Wells,1,89883,16148,Office Supplies,Rubber Bands,-10,East,23331,21,Pennsylvania
Radnor,2228,Beverly Baker,1,89158,19087,Office Supplies,Rubber Bands,-33,East,23546,45,Pennsylvania
Altoona,899,Jordan Berry,1,86265,16602,Office Supplies,Rubber Bands,81,East,18078,117,Pennsylvania
Sharon,2162,Brenda Jain,1,90399,16146,Office Supplies,Rubber Bands,-105,East,23847,31,Pennsylvania
Norwalk,706,Patrick Reilly,1,87989,6850,Office Supplies,Scissors Rulers an,-86,East,26081,25,Connecticut
Washington,2867,Dana Teague,1,6,20016,Office Supplies,Scissors Rulers an,-5,East,2,7,District of 
South Portland,1612,Jeanne Donnelly,1,87825,4106,Office Supplies,Scissors Rulers an,-86,East,21217,282,Maine
Boston,1217,Billy Perry Browning,1,54595,2112,Office Supplies,Scissors Rulers an,7,East,7631,250,Massachusett
Yarmouth,144,Marguerite Moss,1,91087,2664,Office Supplies,Scissors Rulers an,-3,East,24805,64,Massachusett
